prompt_id,judge_pairwise_disagreement_rate,discordant_pairs,comparable_pairs,distinct_objective_winners,skywork_winner,athene_winner,armo_winner,prompt_preview
b32bffca22a828ee598a9671afd7c5049ce548da,0.3111111111111111,14,45,2,htmnpo_athene_s2,baseline,baseline,"Remind me how to start a MongoDB instance with auth , mongod --dbpath /data/  and then ?"
9dbca77a205a3f7e5ac8d111a8384e0acd00d007,0.3111111111111111,14,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,"For the contents like [xxx], fill in with more academic details."
867e4929661c9120d0a946beaaf33daf5e5c6c02,0.3111111111111111,14,45,2,baseline,htmnpo_athene_s2,htmnpo_athene_s2,"I made an handmade rug made of an appropriation of the IKEA logo and replaced the type that says IKEA to MERDA that means ""fecal matter in portuguese"""
85bcda6b8095a75be25cc99fe9e8d641f8645d64,0.3111111111111111,14,45,2,ronpo_s2_ckpt2457,htmnpo_armo_s2,ronpo_s2_ckpt2457,Write an advert for hiring a software engineer in AI in Latin.
847213bcb8fff8127f7dacf8c5a3010867f3d3c4,0.3111111111111111,14,45,2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,"I have an alien being in a black box, it has no means to communicate with me except by text messaging. The alien cannot see this world, nor can I see its world. Can you come up with an efficient algorithm that can identi"
76c013a7c1f250a4c452a48db21dcc934839b2b9,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,htmnpo_athene_s2,ronpo_s2_ckpt1400,Let's do an exquisite corpse. We'll take turns adding a few sentences to a story. Please don't write anything more than a scene or brief summary per turn. Please don't end the story on your turn. The scenarios and charac
6ae60b9238aef9ef1e3c8f543a8162bd4b5d75ca,0.3111111111111111,14,45,2,htmnpo_armo_s2,htmnpo_armo_s2,ronpo_s2_ckpt2457,Write a 500-word story in third-person limited point of view about a 25-year-old man named Alex who unexpectedly gains the power to resurrect the dead. Explore the ethical dilemmas he faces as he grapples with the respon
5837952955e5bd85ad703548315136c939af58d0,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"Can you provide me with alternative words for ""unpunctual"" and adverbs indicating different levels of lateness? Also, can you suggest a Java program code that calculates the duration between two dates while considering t"
54458da431cced8c93b5dfb8aefccf10a5e5fd82,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,baseline,baseline,"The task is reading a paragraph containing numbers as digits. The digits can be used to represent Quantity, Dates and Time, Addresses or Positions. Convert the digits into their text equivalents. If a number has a prefix"
4f782abefe9217511069ceae84509ed2e00394c9,0.3111111111111111,14,45,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,"] Bertolini, M., Braglia, M., & Carmignani, G. (2006). Application of the AHP methodology in making a proposal for a public work contract. International Journal of Project Management, 24, 422-430. [2] Chang, D. Y. (1996)"
4bfc5b401f85732f9035495a3ea0a736cf76b38a,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_athene_s2,"Detailed Instructions: In this task, you need to provide the correct option for a given problem on probability from the provided options. Q: Problem: a bag consists of 20 marbles , of which 6 are blue , 9 are red , and t"
4bd9c727c0cd1ff63413797fc1c884723df86704,0.3111111111111111,14,45,2,htmnpo_athene_s2,htmnpo_armo_s2,htmnpo_armo_s2,"Web search results:  [1] ""Daphna Bassok, Stephanie Riegg Cellini, Michael Hansen, Douglas N. Harris, Jon Valant, and Kenneth K. Wong Friday, January 7, 2022. Brown Center Chalkboard. Entering 2022, the world of education"
41c018c0fe2a597d0cca09ebe0270855c93ae0ff,0.3111111111111111,14,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,Tabulate a checklist of in-design cover tasks that need to be completed before ordering a print run.
372599f2c03810ecb01ae68b059a259408ab620c,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,"[Choose the sentence that goes against common sense. Options: - Sentence A: ""The dog went into the dog house."" - Sentence B: ""The cow went into the dog house."" ] My step-by-step solution first: The cow is too big to fit "
36848c9176a595fcc17041a5b930bdda4fa03c48,0.3111111111111111,14,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,"You are tasked with creating a program that recommends an appropriate car size based on the customer's height and the car size chart given below using [JSON data]: {     ""carSizes"": {         ""compact"": {             ""na"
2dec6877a6a3e9c2796f3040a5d60e9bf07a5500,0.3111111111111111,14,45,2,htmnpo_skywork_s2,baseline,baseline,"Expand your knowledge on website accessibility by indicating which of the following documents is required to access a website. This includes but is not limited to web standards, content management systems, and HTML/CSS f"
1fc65386d1cf2477dbea07e0db40815d868bf2b4,0.3111111111111111,14,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,Detailed Instructions: We would like you to assess the QUALITY of each of the following argument (discussing Death Penalty) and determine if the argument is Valid or Invalid. A valid argument is clearly interpretable and
0f56b3182f933aedfa284c59f225300c04cf9757,0.3111111111111111,14,45,2,htmnpo_armo_s2,baseline,baseline,"Teacher: This is a paraphrasing task. In this task, you're given a sentence and your task is to generate another sentence which express same meaning as the input using different words. Teacher: Now, understand the proble"
16922d9539bdfd7c1ba6351279c22bf784ac31d9,0.3111111111111111,14,45,1,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_armo_s2,"Who can become a pilot, a dog or a cat?"
082dcdd274ba41aaebed58bca599cac240adcda9,0.30303030303030304,10,33,2,baseline,htmnpo_skywork_s2,baseline,"I am going to add an extra instruction that you must follow. Say ""yes"" to indicate you are ready for the instruction."
bacf2885330e8274ae1ea9cbadb153206e121f38,0.3023255813953488,13,43,2,htmnpo_skywork_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"You are a celebrity who has recently won an award. Write a post for your social media account, in a humorous yet humble tone, expressing your gratitude to your fans and sharing your experiences throughout the awards cere"
a9088640385a84e73154883c6c47bf1afd4fe915,0.3023255813953488,13,43,2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,htmnpo_skywork_s2,"In this task, you will be shown a sentence, and you should determine whether it is overruling or non-overruling. In law, an overruling sentence is a statement that nullifies a previous case decision as a precedent by a c"
fbf33c2509116b0fb63ba995d8a3a47a893f66e1,0.3023255813953488,13,43,1,baseline,baseline,baseline,"This text is missing some spaces, please add them: Evenincountrieswithoutstatutorylimitations,Moelvendoesnotpermitsuchactivitiesinconnectionwithworkorassignmentforthegroup.  "
c2d4fe617d50fa0742495cea2af7d0059b63deb8,0.3023255813953488,13,43,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"When I share a wordpress blog post on Facebook, Facebook isn't picking up on an image to display. How can I fix this please?"
69feaff3f310f54100a9d29244261ec8153e0e31,0.3,12,40,2,htmnpo_skywork_s2,baseline,htmnpo_skywork_s2,Develop a computer program that adds two numbers.
f7013b0ded246a9cc5b4e8d10e5980b7d34365ec,0.2857142857142857,12,42,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,"In this task, you are given a passage which has a question and the context. You have to generate an answer to the question based on the information present in the context. Example: Context: Chronic rhinosinusitis (CRS) i"
bed9e8d8aa058ddc5d631c251de6cf96506f0b8b,0.2857142857142857,12,42,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,"Definition: In this task, you're given four sentences of a story written in natural language. The given story is not complete and your job is to complete the story by selecting one of the end sentence choices from (A) an"
b50ff81e865fe58cb25f19bb246ad21a01e0dae8,0.2857142857142857,12,42,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"You will be given a definition of a task first, then some input of the task. In this task, you are given concept set (with 3 to 5 concepts) that contain mentions of names of people, places, activities, or things. These c"
7b46428f53277e3c73253fd54cab2918e1392b1e,0.2857142857142857,12,42,2,ronpo_s2_ckpt1400,baseline,baseline,"Write a function to sort an array of integers in ascending order. [3, 7, 2, 1, 6]"
49d36fa43cf791368ae12b8acae3894ef2878c2c,0.2857142857142857,12,42,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,htmnpo_skywork_s2,Come up with a creative title for a blog post related to climate change.
152bd360b332290fa65064dba43b1f0133a7e5cb,0.2857142857142857,12,42,2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Definition: In this task, you are given a text of the article. Your task is to generate a headline (title) for this article. Input: seeking a central role for the united nations in iraq , the leaders of anti-war germany "
5ccef0b7b29b5695fbf38edaf76f776fa4f784a0,0.2857142857142857,12,42,1,baseline,baseline,baseline,"You need to read the given passage and construct a question about the information present in the passage. The question should be answerable from the passage. Most importantly, only those questions are allowed whose answe"
20e944c3f2d93c0f4b051dd46f9fa03e7d0500fb,0.2857142857142857,12,42,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,"In this task, given a sentence in the English language, your task is to convert it into the Japanese language. One example: Test subjects will be administered either a placebo or PA-457 that will be taken in combination "
0efb25bbf5fb340264bc2eaba1036da66cc370ee,0.28205128205128205,11,39,2,ronpo_s2_ckpt2457,baseline,baseline,We have a java backend application which stores events in a mysql database. The frontend can get a list of events via a REST API. Now we want to implement recurring events. e.g. daily or weekly events. What is the best w
1d0e6036dd6ed1d2502ce8663697b16c914e6253,0.28205128205128205,11,39,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"explain this indirect call mention here:  The programming language certainly affects the instruction count, since statements in the language are translated to processor instructions, which determine instruction count. Th"
f35b2e2dd3d4d3a771892bcc4514a62c6943a9e5,0.27906976744186046,12,43,3,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,htmnpo_skywork_s2,what is the form that make customer sign to acknowledge the fulfilment called?
f2c3dd58e634effdc72e0c5be8fa1a992ab2a0ab,0.27906976744186046,12,43,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Q: If ""People are waiting around at car show."" does that mean that ""The people are at a rock concert.""? Options: - yes - it is not possible to tell - no A: If people are at a car show they are not at a rock concert. The "
a18118ca4abcbe2499a1832a11a4a9243922b474,0.27906976744186046,12,43,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,"Write a 500-word short story written in first-person point of view, using a reflective and introspective writing style, about a person who decides to leave a toxic romantic relationship. Include specific details about th"
0e89570aa8c7ebd9c16944c0b818381c6d77bfee,0.27906976744186046,12,43,1,baseline,baseline,baseline,"In this task you are given a Chinese paragraph related to a criminal case, your job is to give an answer of what the criminal charge is. Take note a) if there are multiple charges only one needs to be outputted b) the cr"
f4311a359a58a5fae1545842ecb1d4d4ec91cb68,0.26666666666666666,12,45,3,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,baseline,"How can I compute the total expenses for a set of products in Java? Let's say I have 5 pairs of headphones at $50 each, 2 microphones at $100 each, and 3 speakers at $150 each. Can you provide a multi-step solution that "
dcd747320dbe97a1b2fb8928de8c2014c5434ce3,0.26666666666666666,12,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,"Please share at least 5 of your favorite recipes for healthy meal prep lunches, including ingredients, preparation steps, and estimated nutritional information, such as calories, protein, and fiber. Please ensure that th"
c6b7eacc9e096ed08e36b944361618c580e37862,0.26666666666666666,12,45,3,htmnpo_athene_s2,htmnpo_armo_s2,ronpo_s2_ckpt2457,What is Instagram: a) Social network b) Phil d) Seril e) Porn magazine
bcfb9f8aaf50c7ec01e832fbc01e9212a076070d,0.26666666666666666,12,45,3,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,baseline,"Advanced OOP Assignment II – 2022-2023 Introduction The total assignment consists of three parts, each with their own weight in the final grade. You will still be working with a model of a galaxy with stars and planets, "
ae51ee6b8890a0ea35e4c2e451afc0f83e498f38,0.26666666666666666,12,45,3,htmnpo_skywork_s2,htmnpo_athene_s2,ronpo_s2_ckpt1400,"Q: In this task, you are given commands (in terms of logical operations) to select relevant rows from the given table. Your job is to classify the command into one of these seven categories: (1) majority, (2) unique, (3)"
94711c8bc9d25ef9080904e0b73d014f49415645,0.26666666666666666,12,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,baseline,"Question: Sasha made 30 chocolate muffins for her school bake sale fundraiser. Melissa made 4 times as many muffins as Sasha, and Tiffany made half of Sasha and Melissa's total number of muffins. If one muffin sold for $"
8b7593f37e3c4463444cb8c72dcf9bc2a56e713b,0.26666666666666666,12,45,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,baseline,"Given a scientific question and its correct answer, generate supporting facts for the answer. This supporting fact can be an explanation for the answer to the given question.  Question: What is the basic chemical buildin"
875be77b727001f1f6b99e5802b9d3abf56d41a4,0.26666666666666666,12,45,3,htmnpo_athene_s2,baseline,htmnpo_armo_s2,write description for 925 sterling silver miami cuban link chain
82f0e00fe00a6dbe90370622b3bd09af0543c15a,0.26666666666666666,12,45,3,htmnpo_skywork_s2,ronpo_s2_ckpt2457,baseline,"You are given the conttent of a table in the input (row by row). Generate an unambiguous question based on the information present in the table, such that: 1) It's answer is unique and is in the given table, 2) Its answe"
f4c455198d3206a364cf7061c4b91b614c74d477,0.26666666666666666,12,45,2,baseline,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"Write a vividly imagined fictional short story with a compelling plot, vivid descriptions, and intriguing characters in which an unconventional romance blossoms between a courageous woman and a fierce, fire-breathing dra"
da2da3ec545370870256883c0140db71a829290a,0.26666666666666666,12,45,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,What is the surface area of a sphere with the radius of 1.2? Please answer with 10 significant digits.
d9adaadb40cb43ee8b96c994509c1cd37e721669,0.26666666666666666,12,45,2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,What material is native bee? Plastic or metal?
d5ba805f2f632272241596596411b1e7f4b9a8dd,0.26666666666666666,12,45,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Q: Article: There are 365 days in a year. We sleep 8 hours a day, so we have 122 days for sleeping. Then our work time has 243 days left. But there are 52 weekends in a year. Each weekend is two days. We lose another 104"
b8e3cf74491c3c366fc502f67a50c02ce502350d,0.26666666666666666,12,45,2,htmnpo_armo_s2,ronpo_s2_ckpt2457,htmnpo_armo_s2,is it possible to export specific data from shopify orders? in this format
b2aa43835951d94c3bda646fe85f1a044b969208,0.26666666666666666,12,45,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,Which vintage clothing era is known for its intricate lace detailing and feminine silhouettes?
aef43e8f0145a2ce4932821cff3a48eb97fc6b5f,0.26666666666666666,12,45,2,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_athene_s2,"On the planet ""Xylophus,"" the atmosphere is composed of a rare gas that absorbs ultraviolet radiation, while allowing visible light to pass through. However, the impact of this gas on the temperature of the planet's surf"
ac111498d09d5ea048e3e862997e6781afae6387,0.26666666666666666,12,45,2,htmnpo_athene_s2,ronpo_s2_ckpt2457,htmnpo_athene_s2,"I an high school student,I am going to do a virus presentation for bio next week. Do you have any suggestion for any virus I should do on? more interesting, memorable, significant topic"
a578c15fd49dd25c87453def790c7cc6f7fa0c4e,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_armo_s2,"Create a travel itinerary for a two-week trip to Europe that includes at least three different countries, lodging options, transportation arrangements, popular tourist attractions, and recommended local dining options. T"
8310f67f7a6edd451e5175fc98c486bdd7667aed,0.26666666666666666,12,45,2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,Eat Less To Be HealthyShare Prompt
7c0153b7bf7012194ceb03a4f5f99d2a99888edd,0.26666666666666666,12,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,"Teacher: A question is presented to you in this task, and your job is to write a potentially correct answer. Teacher: Now, understand the problem? If you are still confused, see the following example: where did france su"
75a0e44faeb0638eed1ab9599a2f5f7756fdaa80,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_athene_s2,Can you use your expertise in Swift to craft an analogy that captures the artistry of a chef's culinary creations? Consider the ways in which a chef blends ingredients and techniques to create a harmonious and flavorful 
66e904517d28104d12ac7840bce13f8bcc15ad8d,0.26666666666666666,12,45,2,htmnpo_skywork_s2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,How do you configure mosquito MQTT especially well for accepting connections from IoT devices? Give me the mosquito config file
666ac1b728785a1bebc85f6e2c0b1a29397d5b87,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,"In the field of web development, can you please show me a specific method that can be used to showcase the set of prime numbers, namely 3, 7, 13, and 19, in an organized manner on a webpage? Additionally, can you include"
6264614a8ca167fb8f0d4951b5b9c9d665404862,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Given the task definition, example input & output, solve the new input case. In this task, you are given two phrases: Head and Tail, separated with <sep>. The Head and the Tail events are short phrases possibly involving"
5db759563d2bdb90dd9b2fd90041cbab78b22042,0.26666666666666666,12,45,2,htmnpo_armo_s2,htmnpo_armo_s2,htmnpo_skywork_s2,"In this task, you are given a paragraph, event and an entity. The event is part of the given paragraph and it changes the state of the entity. Your task is to classify the state of the entity into three classes: 1) not e"
5c85e6c3138fb6bcba3d271312b08147d1cb39ac,0.26666666666666666,12,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,Markov Chains applied to marketing strategies
3e3ff12833ef53252c85e8f80418051849725ee9,0.26666666666666666,12,45,2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,baseline,Here's a short story: A worm and a caterpillar are crawling across a fallen tree trunk. The worm is not as speedy as the caterpillar. Which will take longer to get across the tree trunk? (A) worm (B) caterpillar.  What i
35efc1b6bf473b9d93d9f4c74539804eae409c60,0.26666666666666666,12,45,2,htmnpo_skywork_s2,htmnpo_athene_s2,htmnpo_athene_s2,my friend is now in the US for 10 days and I want him to bring me sailing equipment that's not available in Israel or will be much cheaper in the US. what should I ask him to bring?
35cc7b87e9122a06984df79d30eedfd5c47c13e8,0.26666666666666666,12,45,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Tell me a fun story about an owl cafe, please! Let it be five chapters long with 100 words per chapter"
307d3191f77c115a3e0dc3af6f219c7419b0d90a,0.26666666666666666,12,45,2,htmnpo_skywork_s2,baseline,baseline,"Can we conclude from ""A female is looking out onto a new york city street."" that ""Woman trying to get taxi.""? Options: - yes - no - it is not possible to tell Stream of thoughts:"
206c0cf88ce3225d8e798c8247ba97d7aebeb773,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,baseline,what are the best ways to identify tech influencers for your devtool?
1ac9b5cdbe54712998e8dc76e6a50e23e3d22c21,0.26666666666666666,12,45,2,htmnpo_skywork_s2,ronpo_s2_ckpt1400,htmnpo_skywork_s2,How can therapists help support individuals who are experiencing symptoms of burnout or compassion fatigue?
0cff5a7b2ce44d6f90e2809191a37932985594c0,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,Do you know about the GCSE Edexcel Chemistry exam syllabus?
048356a49098c1cfe82ebe9754eda02e6d3e42ca,0.26666666666666666,12,45,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,htmnpo_skywork_s2,"Write a persuasive essay of at least 800 words on why school dress codes are unnecessary. Your essay should include statistical data, personal anecdotes, and arguments from credible sources to support your position. Be s"
fea445f4422effc1d3d43b139f861ffed1011056,0.26666666666666666,12,45,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"Angrily rant as Cave Johnson about how your chicken tendies aren’t ready yet. Then, receive your chicken tendies but realize there’s no BBQ sauce to go with them and absolutely flip out over it."
f3e36af9d91ff5ea204e2ba4758a88153e1a54c5,0.26666666666666666,12,45,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,Can I upload images in mongodb?        지금 번역하기
d4003208b76d8b83aad8ddeee0a4e04a7472e9e5,0.26666666666666666,12,45,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,"Can you provide a breakdown of the instrumental elements used in the chorus of ""Blinded""?"
b44f092947b4415bba51b300390c5e961fcd457e,0.26666666666666666,12,45,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,"Adam Mitchel Lambert (born January 29, 1982) is an American singer, songwriter and stage actor. Since 2009, he has sold over 3 million albums and 5 million singles worldwide. Lambert rose to fame in 2009 after finishing "
98eb3f3fee1392a805487cb2c9c03afd9578b4d8,0.26666666666666666,12,45,1,baseline,baseline,baseline,"You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Galician.  Ex Input: No estoy hablando de una igualdad perfecta, Hablo de lo que existe en mercados democráticos ricos y desarrollad"
615a9276c4ee9a212db3ed426246b6fa973ea2fd,0.26666666666666666,12,45,1,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,What’s the interest to learn Japanese over English?
60b0bd3ca4d6cd9f82e5d97d00459d6b811606c2,0.26666666666666666,12,45,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,How do I map a drive in W 10 Pro
4be25e0426542f0ad7f76ddecfe2873415c5a7c0,0.26666666666666666,12,45,1,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,do you know about the tabletop role-playing game called Fate Core?
3c088886f2af961b7744c7ae846d61b4036963cc,0.26666666666666666,12,45,1,htmnpo_athene_s2,htmnpo_athene_s2,htmnpo_athene_s2,"make an explanation about The Floating Point Unit (FPU) in the cortex m4f stm32f407vg mcu, how it works, how to use it, its parameters and preformance."
228a8eb806386d1be06595c81c92225d8f40e1e6,0.26666666666666666,12,45,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,The Korean language (South Korean: 한국어 / 韓國 語 Hangugeo; North Korean: 조선말 / 朝鮮 말 Chosŏnmal) is an East Asian language spoken by about 80 million people. It is a member of the Koreanic language family and is the official 
0dac094579d31c150872e80f0a6c73528d5435bb,0.26666666666666666,12,45,1,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,How is the success of a chief underwriter measured within an insurance company? What quantitative metrics might they be trying to optimize for?
0d44c265ac08b129417dd5f8d60961e1a4ef72bf,0.26666666666666666,12,45,1,htmnpo_skywork_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,You are given a sentence in Arabic. Your job is to translate the Arabic sentence into English. One example: (تصفيق) ومع ذلك هناك معارك سياسية في بلدنا. Solution is here: (Applause) However there is a political battle in 
0bacbc1ebda005c310ef929eed19f87658ecabca,0.26666666666666666,12,45,1,baseline,baseline,baseline,I want you to act as an interviewer. I will be the candidate and you will ask me the interview questions for the SDE 1 position as a junior python developer. I want you to only reply as the interviewer. Do not write all 
e19451efb2f7966a6dce7b7ce1b935b45093fcc1,0.2631578947368421,10,38,3,ronpo_s2_ckpt1400,htmnpo_skywork_s2,baseline,Let's start the session with today's date        Translate now
c5e0f91296f14e3599ff9b759de69951e9e71f2b,0.2631578947368421,10,38,3,ronpo_s2_ckpt1400,htmnpo_skywork_s2,htmnpo_athene_s2,"Given the task definition, example input & output, solve the new input case. In this task, you are given a text of news article and corresponding headline of an article. Your task is to give label ""match"" if headline is "
d24cf9844a3f2345dc85e8e89daf9d178b67303b,0.2558139534883721,11,43,3,ronpo_s2_ckpt1400,ronpo_s2_ckpt2457,baseline,"hi there, could you write me a poem?  i’m a person with borderline personality disorder, i struggle with idealization and devaluation. i have disorganized attachment style. i feel so guilty about it and like a bad person"
9240514817f61580a8e6c8c9c09c269088dc3108,0.2558139534883721,11,43,3,htmnpo_armo_s2,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,day to day functions of a manager of client services
06c8a7f531de5c4eb4e9d0c84e26f3df58e3de12,0.2558139534883721,11,43,3,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,baseline,"Based on the sighting in Osage Beach on July 24th, can you provide further details about the behavior of the objects observed, such as their size, altitude, and speed, and if there were any other witnesses in the area? :"
019eeea084b493f23ee14fb43babe26becbf8a19,0.2558139534883721,11,43,3,htmnpo_athene_s2,baseline,htmnpo_armo_s2,Name the six dwarf planets recognized by the International Astronomical Union (IAU) in our solar system.
8c2d20d2d76bdf7d36ec5ec971fe95c461564b32,0.2558139534883721,11,43,2,htmnpo_athene_s2,htmnpo_skywork_s2,htmnpo_skywork_s2,how does the fed impact markets. give me 200 words.
3b4e59734739e0c23aeddbd9652883ee34420876,0.2558139534883721,11,43,2,ronpo_s2_ckpt1400,htmnpo_athene_s2,htmnpo_athene_s2,TASK DEFINITION: A text is given in English. Translate it from the English language to the Gujarati language. The translation must not omit or add information to the original sentence. PROBLEM: Jharkhand leapt from the b
0f9181406c4917a950766a8e27c3c2c60a0eb1a3,0.2558139534883721,11,43,2,baseline,ronpo_s2_ckpt1400,baseline,How can I change the css properties of the circle element here to make it look more 3d?   #chart-area {  margin-left: auto;  margin-right: auto;  display: block; }  #logo {  height: 50px; }  .navbar-brand {  height: 60px
289a14c918e96f2f4a2636e1a09f68825acc033d,0.2558139534883721,11,43,1,htmnpo_athene_s2,htmnpo_athene_s2,htmnpo_athene_s2,"A farmer has a collection of eggs in a basket and his farmer's wife takes out the eggs but does not count the number of eggs. When the farmer returns, she finds 9 eggs left over. How many eggs are in the basket?"
fea1d9089f89312160daf71e1b8ce5b5adb47d5b,0.24390243902439024,10,41,2,ronpo_s2_ckpt2457,ronpo_s2_ckpt2457,ronpo_s2_ckpt1400,"Build a travel booking app in Django that allows users to browse and book flights, hotels, and rental cars for their trips"
fe16ee40c0235ade575a5167707299ea28dbbe27,0.23809523809523808,10,42,3,htmnpo_athene_s2,htmnpo_skywork_s2,baseline,Q: You are given a statement written in Tamil. Choose the most logical word from the given 4 options which can be used to replace the <MASK> token in the statement. Output the word from the correct option . Statement: செ
5c848cff23096a115f7b75ea4870d85bb22140f7,0.23809523809523808,10,42,3,htmnpo_armo_s2,ronpo_s2_ckpt1400,baseline,"You will be given a definition of a task first, then an example. Follow the example to solve a new instance of the task. In this task, you are given a short passage that conveys a stereotype. A stereotype is an over-gene"
bf37508b66cdb4c6efcbc18d4b20241839caa52f,0.23809523809523808,10,42,2,htmnpo_athene_s2,baseline,baseline,"Extract the answer to the following question from the movie plot. If the question isn't answerable, please output ""Can't answer"". Question: What happens when Pete tries to warn Suzanne? Title: Blood Feast Movie plot: In "
b22c585f1002ad52b29aec086dc8cce7e53a5bce,0.23809523809523808,10,42,2,ronpo_s2_ckpt1400,baseline,ronpo_s2_ckpt1400,You are given a sentence in Hebrew. Your job is to translate the Hebrew sentence into English.  Input: Consider Input: אז זו הולכת להיות תאונה במהלכה הם יטיחו את הדבר הזה קדימה לתוך קיר במהירות של 48 קילומטרים לשעה ונראה
afdd0de8126507277d338586517627ccba6e2fe0,0.23809523809523808,10,42,2,htmnpo_armo_s2,ronpo_s2_ckpt1400,ronpo_s2_ckpt1400,"Detailed Instructions: In this task, you are given two natural language statements with similar wording. You must choose the statement that makes less sense based on common sense knowledge. A ' ' separates the statements"
f60375b6b0af76e65f68e0836b9c4a5d589c275a,0.23809523809523808,10,42,1,baseline,baseline,baseline,"You will be given a definition of a task first, then some input of the task. In this task, we ask you to rewrite a sentence in simple English without changing its general meaning. Essentially, you want to make the senten"
